neuron Wavemap,dates,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
0,1.0,2.3886741395442037,1.5747999163532842,0.4668153233130052,0.1661948388304078,1.0383050758165888,-0.29190702950963066,1.018082681315912,1.9988540540495094,-17.08115977076378,-33.7838058232565,-17.623714695072678,1.729412879869565,6.260516575158577,10.588470974152957,12.645984993508007,10.258824382708887,8.479167274994046,7.288794312054388,5.864245227075834,4.106233047931175,2.5655926832030578,1.3250669690167391,-0.7663278781262545,-2.5262372466948184,-2.3876722541548294,-2.2039960100678924,-2.5455283684505914,-2.394669859690205,-2.371928180546034,-2.5171434196281273
0,2.0,4.7659003862142955,3.255480888006114,0.9876409774604573,-0.3644898747319499,-0.503753942324867,-4.011121606541243,-4.013496605834564,-4.293524536523115,-27.171096677227155,-46.16153011216812,-28.44248903985392,-5.398438236612086,3.830420378184508,12.714707182682035,18.39163712753899,18.18103247965415,16.77514288954668,14.3436283817641,11.364989418267477,8.59513643763047,5.957309328594074,3.7625921386507954,2.0985168960249228,0.7313426932941888,-0.5047729132999356,-1.5064741972872597,-2.2330236208980248,-2.8084804579264775,-3.270162082902011,-3.742260633249175
0,3.0,2.4296392563075604,1.477970154151851,0.004596906690796114,-1.0622997272199282,-1.091268333123741,-3.7756601714801876,-3.077684785066373,-2.1101477711869765,-19.591009314242974,-34.40505037069244,-20.257660608666335,-2.5100826467904094,2.3080005926501195,5.744882850652729,8.785687190144907,9.393726664225401,9.543921518240971,8.794288644116628,7.36786907492825,6.11156424257606,4.8996277047685375,3.7063050617220332,2.762689905088496,2.0156861031164413,1.1747597375223555,0.36337577324800885,0.028024184952876233,-0.29631041658038615,-1.0079103058333096,-1.496019295785783
0,4.0,3.1122908181288125,2.0350126007047096,0.598441373467651,-0.5735096063123781,-0.808950157873373,-3.510094325590453,-3.536931255704367,-3.2672685428706902,-19.49091876438634,-33.190087822396535,-20.269814614659797,-4.103028568740682,0.2856210062953177,3.981311176948356,7.3642642215076135,8.095970769502273,8.365253421131433,7.981687984732793,7.094695787426026,6.200240671451757,5.3133678939197395,4.507937412307416,3.3527703998512295,2.283686976903342,1.861383725951267,1.3081148629840467,0.5604031256022789,0.1060556087912663,-0.33763988267007683,-0.9724674291490609
0,5.0,1.78910618591466,1.265750567037351,0.4132596563328131,-0.4225709004556955,-0.29551294874495687,-2.4668491969363875,-1.7224413122683724,-0.7039468212051808,-18.551807301013973,-34.13089480247264,-19.13625150541038,-0.22254002596537026,4.609253033802137,7.6638133624024265,10.130590573994404,10.181708040896837,9.681954978307177,8.463494694885513,7.070127194468473,5.88176500372527,4.8167500029626495,3.4715311218541824,1.9375566858158306,0.9972648117749171,0.24724442697259505,-0.619308124628152,-1.1788371707957055,-1.4904299509508863,-1.7490240119163476,-2.131256396603584
0,6.0,8.117617396558769,6.00532251696097,3.5152606099702615,1.2832106454110852,0.1461425134592661,-3.535344232076045,-5.014031880532139,-5.852166702030089,-23.405068146494663,-38.20256025299752,-23.80939111273187,-5.965111043776843,-1.4024339105782886,2.8341078107606834,6.66817108230451,7.23593486565496,7.2303452250911,6.636765190581494,5.84834608851254,5.2577091742811914,4.718315143519162,4.196110448329501,3.4097346946882814,2.5197670656505484,1.7961350041277455,1.2829637870119377,0.8681139620032022,0.3936519256492664,-0.020450563757516048,-0.4609817535594796
0,7.0,1.6634858862121955,1.6587975040077283,1.1172777635231774,0.6887197019042675,1.334704327031127,-0.8427039037545458,-0.4736512721949106,0.15138933272838553,-18.375883707255337,-34.455965734777784,-18.76786387013218,0.7066925617165901,5.096835944580697,8.332586246360977,11.584964146385108,11.703991084273001,10.974968804636811,9.705339322315574,7.939231621379075,6.132441710868345,4.454885118611788,2.7706808219547647,1.2819394502212758,0.2961130746961239,-0.6100146666554069,-1.4515672568536733,-1.8673975725513403,-2.201396912523198,-2.571030858908994,-2.8301336886004096
0,8.0,1.8448804505770573,0.6974428544444734,-0.7767298359144555,-1.9065485569020681,-1.0595171918331203,-4.2415413934303645,-5.341963134279224,-3.677856960169638,-28.203288952404534,-51.498876707051316,-27.987091156991784,-0.013876089374598612,5.460894940459123,13.310217997358478,20.507159747477672,19.99732683613833,18.48823318841325,16.454516999041985,13.230166689393046,9.979912641639332,7.385843443185553,4.876036916261762,2.4630836949821195,0.8845487006096082,-0.8443535778213361,-2.770503107829343,-3.63262239317381,-3.7641508710296967,-4.147557490909479,-4.747208755434364
0,9.0,2.1972704801057015,1.7734337368251596,1.1173241944831196,0.8921777731045384,1.3309478330214362,-0.7904161947898506,-0.8930458326668234,-1.0673374899138086,-17.21834899812981,-30.854573102733482,-18.064515593594685,-2.376553491504201,1.532447269876667,5.41988698489914,9.107396852865461,9.537761438131035,9.200550625363011,8.55675372258692,7.400941626500464,6.175848147099034,5.178836201837514,4.15808657747363,2.919506546638466,1.7813625481468183,0.8980249434532181,0.12975290249974009,-0.48701353404847025,-0.9038323641341292,-1.3067143004750026,-1.7396704192315413
0,10.0,10.48125748330207,8.230669026323607,5.766511538327769,3.4543431344335187,1.875483936192516,-1.6008704657445398,-4.310195461909571,-7.303175310833983,-23.204678915374146,-36.059813497401734,-23.337263676692313,-6.8334410272853034,-2.458932305014209,1.080446752034808,4.514331375166752,5.091891912047147,5.39927583070326,5.584865847551234,5.337248932085389,4.94731863257276,4.600284069816924,4.081838505054096,3.3075530867778613,2.6860421876811515,1.9918481106288861,1.1562780887625712,0.5913586541821755,0.1646247652005898,-0.2856909800510268,-0.7168300903556565
0,11.0,3.600590923526945,1.398162885529537,0.021075136831118804,-1.0797106391206732,-1.7475894933021638,-4.738016627207929,-5.600761641869163,-5.229532153405087,-22.262098219784853,-37.73680947211755,-22.6696197593979,-4.378102893666721,-0.4155786588000693,4.13162444361857,8.389526016408174,8.881588899547967,8.74427708903937,7.924650490500887,7.188619918980304,6.932534025982856,6.2562222231948175,5.2849725890655375,4.243470103417103,3.1880390580002325,2.1737264810518795,1.23001425277331,0.8980456329216565,0.5737306041302703,-0.6111253359555129,-1.6081821411822024
0,12.0,2.1594276470265314,1.1607004865217694,-0.12037943978961667,-1.0609515887112155,-0.8693347648073841,-3.3683784520465077,-4.056162722866987,-5.752808831815316,-27.28425027638755,-45.14008138832821,-26.83532853301901,-2.7280614094424935,4.649926510573324,11.423295301400904,17.65002673024476,18.069006196680007,17.296303436179,15.813804686670089,12.8565047613922,9.994144502213762,7.754735625625032,5.4645659345765845,3.1188962189415634,1.2471120516409195,-0.1867829692922495,-1.3843420075485013,-2.0802091811956425,-2.6861815960286406,-3.5512985959441083,-4.060749318357542
0,13.0,4.916447572637652,4.137448721771275,2.897811286996322,1.5368780657942729,0.8912350313490462,-1.492706207884252,-2.4426979774587596,-6.820060912087899,-28.70806827736634,-44.74872424098056,-29.34642556877825,-7.979222258534943,1.6697728883391447,9.68682885887187,15.651021059632399,17.174836477506712,16.94801838550327,15.618994029811562,13.690873456808998,11.171614149336062,8.608086989715485,6.5273010819547945,4.525332936447099,2.7113906124198692,1.12339143005249,-0.3797381455203159,-1.6797431428752334,-2.556176776392653,-3.0516576467217504,-3.644142322977089
0,14.0,0.7006214372689118,0.5983058965145309,0.3884241023171391,-0.26595334392606845,-0.11072276916025962,-1.7112487846779736,-2.0216765989350494,-2.1538256336431774,-15.480333977797713,-27.02747696169958,-15.696691139345214,-1.2999689567256212,2.7305455679675124,6.504085424489982,9.924414480748986,10.555584968234566,10.630031174530043,9.859205236953432,8.410217348874939,7.043009367504779,5.531105113170585,3.8655669341555106,2.2962170051927235,1.0155455025551317,-0.03132611712349598,-1.0299854766190109,-1.8313458848548536,-2.4549860146439415,-2.9307288906456606,-3.037194633321705
1,1.0,0.4149143896847944,-0.33504712227908084,-2.0791027087586693,-3.8648316334980675,-1.1389979780566728,-6.627810460097608,-2.859435301111165,1.98645580730743,-68.97631512811705,-132.83590340277837,-70.16645552593769,21.45960683574586,69.06645901253117,95.69030232055118,92.02899558136642,70.15097946987193,49.7823308649725,29.276707654698438,12.317744803175197,0.47058280681397485,-8.7442604796137,-15.73531034424243,-20.417111662260314,-22.603091677331957,-22.95960411479847,-22.716417107064284,-21.21051043334707,-18.210809485651215,-16.20585318674734,-14.970379970452093
1,2.0,-1.0707864369592641,-0.8942566587318389,-1.64900974202811,-3.7206759273109027,-0.5637159510194146,-7.269368462213458,-2.5624870749332693,4.017581502241685,-79.83513647858048,-154.30129791677072,-86.51483997450927,1.064768727123343,38.99592659619424,70.49981087894079,83.42965627331401,79.58667600790129,70.82815385194532,56.25521530480547,41.40314776032157,27.558799525264426,15.659322655791646,6.2901074203952145,-1.4832443971171394,-7.604245869976749,-12.575344950420558,-16.374336525542503,-18.64313407788179,-19.742218044179857,-20.02590658641896,-19.582372205599867
1,3.0,-0.9227953296359082,-0.3624815180808614,-1.5666221759680168,-3.4203602206220673,0.7740137099222303,-7.6870965695746944,0.6269945326617623,15.324745191560696,-65.40182279301497,-137.40789283561867,-75.81137839002936,-5.276944357014598,23.012368349494793,54.02336664035605,70.4546253649783,72.88778247045155,67.90978071159634,54.09145385766065,39.81037364815307,26.29775744465975,13.790082032644777,3.7075424619201955,-3.7848607914222727,-8.96635294346795,-13.136418436920222,-16.095536642441587,-17.399258566744397,-17.868130961305756,-17.670492106330876,-16.992830203436306
1,4.0,-1.1794793762936244,-0.6019260765535149,-1.3925472892153457,-3.1421177057009015,1.0418490964919809,-8.661343811021585,-0.0991409501118285,16.25955922082298,-68.7229263756898,-145.57903756629554,-80.88189917790955,-5.846443696774717,23.521510860835885,55.63374608046896,73.96175853799109,77.49419091301641,72.57546607107449,58.31289246087759,43.0155117193505,28.137757881040695,15.438800030174603,5.730050336811825,-3.095569014724704,-10.26667207012454,-14.6688707098331,-16.967127251750295,-18.109885109889518,-18.457900333630462,-18.441074666286628,-18.236205014062016
1,5.0,-1.433349138701316,-0.8960563718623933,-1.9122911086689756,-3.1555270817353294,0.4838493933117483,-6.783103913812283,0.1758307991819919,11.1830182182445,-59.42432337162251,-121.55274702464789,-69.31946946954658,-8.221691767582266,17.27968283812227,44.57279122525558,59.61091357961028,62.821320407685896,60.756492339703605,52.476163696210826,43.00568519053831,32.32181509506676,21.61844525806881,12.231145765727595,3.832937133944519,-2.7650954320310595,-7.930389964671119,-12.118294919838162,-14.791882105660296,-16.412022778590046,-17.694903215325308,-17.998650642165398
1,6.0,-0.9318867771680113,-0.4245040179227585,-1.4676192789072238,-2.6001260520231764,0.4961263371761064,-6.556183738981435,1.216144729585281,11.358058411884446,-58.78374930928671,-119.62486418492381,-69.11634350932891,-9.787380807059906,15.249184196131285,41.588111336687845,55.72203085000187,58.774813260640386,57.62551324269414,50.61757390644253,42.30467081197242,33.16018058644414,23.543307538174968,14.503372891810258,6.19461545316195,-0.48352580147832225,-5.617113808348399,-10.064940060115065,-13.43415088503215,-15.587069167498884,-17.02175360950697,-17.713304926203723
1,7.0,-1.4703353395496828,-0.9082230617450118,-1.9399349227273914,-3.5086421670004584,-0.14275061954387758,-7.779446925039452,0.22904676452955006,12.619218537732737,-61.438806562544485,-126.8241499886838,-72.08733577667195,-8.922779424719728,16.788360226158638,44.62821698265071,59.26387029280835,62.00610758827835,60.05528759694789,51.88499916074032,42.44545049565904,31.96465387041771,21.87486015729492,12.996446106667351,4.778293308130262,-1.7568406698753634,-6.723938103645534,-10.5246948306385,-13.416774258629047,-15.623859156468663,-16.892637428736013,-17.304179568160972
1,8.0,-1.529021918920202,-0.5583975907561203,-1.4586893761929187,-3.0075975995099338,1.0331717129481282,-7.237478052285234,-0.48024534317327,13.842614676503903,-62.360420212016024,-131.97566406252665,-71.37995811393343,-1.383375029448429,25.30311300974492,54.224056832274336,69.14966890576578,70.15229565629645,64.46023190526867,51.45942000585845,38.3291009977725,24.812708991362108,12.779575119176814,3.9788633218080234,-3.9030519250241418,-10.44514353310841,-14.537974748696938,-16.98302961649219,-18.673069304131783,-19.378811091708123,-18.365498391679417,-16.72973019024986
1,9.0,-1.299785406872225,-0.8409183342943445,-1.8252076338468477,-3.448739213553105,0.011724412313153023,-7.207078043548968,-0.5865530881393162,11.047379947127906,-61.22558282351486,-125.68877660722656,-70.40022085967081,-6.7851824630972315,18.171150230044056,45.42417957761295,59.806177425367565,62.34185568199268,60.2676827222433,51.910789089234214,42.719387257546344,32.80540942517658,22.645611339604624,13.539805955969156,5.652581974084599,-0.6931566439773311,-6.0591097435205485,-10.529977773532613,-13.68618094884769,-15.728508540133,-17.16709951032443,-17.979483554488414
1,10.0,-0.9094338598281478,-0.5624588020558905,-1.4803062583521438,-2.5687179432159675,0.10094068170269857,-6.461288373204944,0.953125142218283,9.248686286413971,-59.00521432190463,-116.85286173765873,-68.38470885692139,-12.425680919302492,11.303029944118244,37.29155673312046,52.073013688525776,56.36470027260336,56.32930081566718,50.44858780910374,42.98103140899788,34.10427017217092,24.529306544537512,15.709821347944748,7.899180971827699,1.566158198509159,-3.568054685794495,-7.944078475381657,-11.4622215904648,-14.029703763098876,-15.597437161845825,-16.239675014780033
1,11.0,-0.7318678054278643,-0.006097292304893171,-0.9231014631051847,-2.4350168103712364,0.529614493136654,-6.040737750888261,0.3597738070097297,10.707843673860545,-54.84260894530546,-113.11475075506466,-62.367712783776874,-1.7492110439355737,24.126068270595194,50.18674256002698,62.38549497904526,61.13876453575113,54.193354712753695,41.75774098792443,29.719886408909964,18.400647504241025,8.525477416038077,1.2182210335964334,-4.604704256897588,-8.853788513111752,-11.703217706136606,-13.485323121005528,-14.000222548541023,-14.34043957932674,-14.63901268716739,-13.780032647070977
1,12.0,-0.018730687565825507,0.4167807827959823,-0.8074380431258297,-2.31832482865613,0.18982598960985925,-6.058572604623549,0.9665591479724962,8.515051532809526,-56.77104914556174,-112.0851875373113,-64.46519662925083,-6.610190288496781,18.84268315504876,43.76156700333904,58.17170798256306,60.81935301189317,56.99193364822709,46.690380750835764,35.26667485908253,24.53024107669312,14.35684949356174,5.459785766560928,-1.2896199734848344,-6.521984405141486,-10.568521862713649,-13.154718279461129,-14.786036280261804,-15.15793335172951,-14.786225671376348,-14.405575194082717
1,13.0,-0.6178872294086937,-0.6475322708760713,-1.1774646731497416,-2.9763095815424525,-0.7049347012997791,-6.430416523491574,-4.109706012559487,2.519524595259577,-61.61023133246734,-121.38631164108278,-64.16551743713826,13.187946712393396,50.51123161673448,77.63500008005103,79.02187771157116,63.41839117222987,48.62459600451887,32.888523204411776,19.820630632431257,9.250014916808889,0.5176319489680206,-6.2238463279245115,-11.743305385075224,-15.293966131335408,-17.28727490646134,-18.26568879308941,-18.034203139662754,-17.08460705277064,-15.555504926923321,-13.813956543097802
1,14.0,-1.2340508702292257,-0.755326754551615,-1.5683430524865571,-2.115355177860953,0.39756935341096666,-4.674799609189189,1.9749547996012458,7.309879251089497,-49.197735229856214,-95.8948418308825,-57.73473413457423,-11.554132632488239,9.565209864127631,30.889855882718404,43.93435127002871,48.174297176927276,47.526157652348054,42.10236187687947,35.23710662942429,26.91474589917835,18.335545744039354,11.150530831273405,5.191031933538454,0.1918879352115298,-4.08009183805822,-7.582251644791992,-10.113341803155489,-11.89344893122538,-12.989044320159413,-13.383217672858255
2,1.0,4.033781105689159,3.7078155826443058,2.6105461022942014,1.3969309086076032,0.7811092961496473,-2.2488901362758655,-2.250686462542143,-2.953562968871463,-22.335977654828152,-37.941368762289365,-23.554221716985193,-5.436796328794409,1.1792577236519328,8.243084622746387,13.9239089949416,14.978878260570214,14.535851298704571,12.970952872679467,10.826972974738666,8.567273913626476,6.320924336360878,4.734045438678428,3.1551618097506,1.4325085021104422,0.294872870978725,-0.6871911101196999,-1.7023506636754373,-2.2687204099264013,-2.6514687556832435,-3.0448800320547234
2,2.0,4.0053947702401596,2.999305721220739,1.5618878115154122,0.7801461528219579,0.6934614877215123,-1.8848664641530095,-1.993860902090003,-2.922481466431227,-21.414845624487892,-36.376100001470604,-22.274998813863196,-4.745472222495838,0.7644884456353465,6.885922961164818,12.208536346232595,13.394401404908216,13.590378436463231,12.461913406189131,10.219805994062867,8.180398284376196,6.634735279159638,5.03267858999673,3.0961277274613788,1.709074689897813,0.6075051290303534,-0.7954628852754475,-1.5571826312198032,-1.9785725325318237,-2.949724510180829,-3.516646026704536
2,3.0,4.5140930175626375,3.9964258524858036,2.93420210363664,1.9253112089046038,1.252890395563088,-1.543279870444748,-1.952852413981271,-3.3708821042623343,-19.36304080337844,-31.774003728314447,-20.303326905289577,-5.827617458671275,-1.0521537808282706,3.7475988778254696,8.083621350611295,9.251268866302603,9.595901184369382,9.339948976986577,8.282898900764598,6.994400000968283,5.961789752561039,4.894330977707971,3.5429006614417426,2.595359957063741,1.8746070035286435,0.9310871662820479,0.15197930464481027,-0.3941981500685986,-0.9520173526604963,-1.572206154292124
2,4.0,4.738554849189769,3.8872706118672107,2.364739405633228,1.1734459783243898,0.5048803097634857,-2.282648019109092,-1.9088749282963022,-2.6955059778206545,-19.708683467713836,-32.85447965633725,-21.053358031431593,-6.419226835051625,-1.0564799024423814,4.790610966047526,9.792242886775066,11.235752871919528,11.456316862007428,10.8364610394153,9.413341591500302,7.624446948930768,6.069918824181538,4.79538113142394,3.356828625094352,1.9992580519665561,0.9024152821214413,-0.04248679537326944,-0.9367250674888381,-1.7527599220845016,-2.193573143977163,-2.4024097685435013
2,5.0,4.109497559041605,3.619109581561647,2.2835675667068482,0.9719898137327825,0.616667535141557,-1.9431460117270127,-1.9795843906094501,-3.004442124162553,-20.45111895466333,-34.04996643887945,-21.414487205034575,-5.3058171827728415,1.1281750435159357,7.372133479783801,11.771887916349254,12.26422903866624,11.954354861888557,10.914216417454861,9.21677190658124,7.429421645467199,5.679702737592353,4.137923510727093,2.5837591444577446,1.1119380769851464,0.057767118785925047,-0.7136699600158706,-1.4212242109325923,-2.0147594185491586,-2.5191511079302815,-2.8774062378303085
2,6.0,5.421271251673762,4.523479469607947,3.0256064680173886,1.7877635256432445,1.0168240612867743,-2.0905844545431185,-2.1687618126480093,-3.491140144967411,-21.625254779231053,-35.53785603053637,-23.037866415528438,-6.894376670604595,-0.08474480164785397,6.328762305665863,10.962330582590706,11.916856719173012,11.59854003980951,10.479684420114152,9.133343044464517,7.717597997984728,6.222219345808015,4.8013189478306115,3.3016911566235314,1.9253826668823588,0.797573903829951,-0.15422703404297253,-0.9193791707376451,-1.4563445940497697,-1.8879509887035804,-2.3752399844224716
2,7.0,1.973003353936299,1.513905867590537,0.4637621818565282,-0.2528623338337081,-0.28598307366447184,-2.4321930915683203,-1.451427066173175,-2.105965108518946,-19.930893013624395,-33.574330288526795,-21.420253092684465,-5.512721625592228,2.1484488224513525,9.49978160537692,14.450969803491736,15.192205233029021,14.452748689556689,12.79027044054695,10.392803935865665,7.893038025613845,5.773250287346183,3.9190418256064077,2.1193612513602074,0.6731705613230995,-0.4268250142557092,-1.4760656489885917,-2.396537904635221,-3.118750630646693,-3.5973714833003143,-3.6896084624094807
